"block_id","program","k","N","q","prev","draws","seed","status"
867,"prev_strata",8,15,0.97,0.05,50000,20300867,"open"
868,"prev_strata",8,15,0.97,0.2,50000,20300868,"open"
869,"prev_strata",8,15,0.97,0.5,50000,20300869,"open"
870,"prev_strata",8,15,0.97,0.8,50000,20300870,"open"
871,"prev_strata",8,15,0.97,0.95,50000,20300871,"open"
872,"prev_strata",8,20,0.65,0.05,50000,20300872,"open"
873,"prev_strata",8,20,0.65,0.2,50000,20300873,"open"
874,"prev_strata",8,20,0.65,0.5,50000,20300874,"open"
875,"prev_strata",8,20,0.65,0.8,50000,20300875,"open"
876,"prev_strata",8,20,0.65,0.95,50000,20300876,"open"
877,"prev_strata",8,20,0.75,0.05,50000,20300877,"open"
878,"prev_strata",8,20,0.75,0.2,50000,20300878,"open"
879,"prev_strata",8,20,0.75,0.5,50000,20300879,"open"
880,"prev_strata",8,20,0.75,0.8,50000,20300880,"open"
881,"prev_strata",8,20,0.75,0.95,50000,20300881,"open"
882,"prev_strata",8,20,0.85,0.05,50000,20300882,"open"
883,"prev_strata",8,20,0.85,0.2,50000,20300883,"open"
884,"prev_strata",8,20,0.85,0.5,50000,20300884,"open"
885,"prev_strata",8,20,0.85,0.8,50000,20300885,"open"
886,"prev_strata",8,20,0.85,0.95,50000,20300886,"open"
887,"prev_strata",8,20,0.92,0.05,50000,20300887,"open"
888,"prev_strata",8,20,0.92,0.2,50000,20300888,"open"
889,"prev_strata",8,20,0.92,0.5,50000,20300889,"open"
890,"prev_strata",8,20,0.92,0.8,50000,20300890,"open"
891,"prev_strata",8,20,0.92,0.95,50000,20300891,"open"
892,"prev_strata",8,20,0.97,0.05,50000,20300892,"open"
893,"prev_strata",8,20,0.97,0.2,50000,20300893,"open"
894,"prev_strata",8,20,0.97,0.5,50000,20300894,"open"
895,"prev_strata",8,20,0.97,0.8,50000,20300895,"open"
896,"prev_strata",8,20,0.97,0.95,50000,20300896,"open"
897,"prev_strata",8,30,0.65,0.05,50000,20300897,"open"
898,"prev_strata",8,30,0.65,0.2,50000,20300898,"open"
899,"prev_strata",8,30,0.65,0.5,50000,20300899,"open"
900,"prev_strata",8,30,0.65,0.8,50000,20300900,"open"
901,"prev_strata",8,30,0.65,0.95,50000,20300901,"open"
902,"prev_strata",8,30,0.75,0.05,50000,20300902,"open"
903,"prev_strata",8,30,0.75,0.2,50000,20300903,"open"
904,"prev_strata",8,30,0.75,0.5,50000,20300904,"open"
905,"prev_strata",8,30,0.75,0.8,50000,20300905,"open"
906,"prev_strata",8,30,0.75,0.95,50000,20300906,"open"
907,"prev_strata",8,30,0.85,0.05,50000,20300907,"open"
908,"prev_strata",8,30,0.85,0.2,50000,20300908,"open"
909,"prev_strata",8,30,0.85,0.5,50000,20300909,"open"
910,"prev_strata",8,30,0.85,0.8,50000,20300910,"open"
911,"prev_strata",8,30,0.85,0.95,50000,20300911,"open"
912,"prev_strata",8,30,0.92,0.05,50000,20300912,"open"
913,"prev_strata",8,30,0.92,0.2,50000,20300913,"open"
914,"prev_strata",8,30,0.92,0.5,50000,20300914,"open"
915,"prev_strata",8,30,0.92,0.8,50000,20300915,"open"
916,"prev_strata",8,30,0.92,0.95,50000,20300916,"open"
917,"prev_strata",8,30,0.97,0.05,50000,20300917,"open"
918,"prev_strata",8,30,0.97,0.2,50000,20300918,"open"
919,"prev_strata",8,30,0.97,0.5,50000,20300919,"open"
920,"prev_strata",8,30,0.97,0.8,50000,20300920,"open"
921,"prev_strata",8,30,0.97,0.95,50000,20300921,"open"
922,"prev_strata",8,50,0.65,0.05,50000,20300922,"open"
923,"prev_strata",8,50,0.65,0.2,50000,20300923,"open"
924,"prev_strata",8,50,0.65,0.5,50000,20300924,"open"
925,"prev_strata",8,50,0.65,0.8,50000,20300925,"open"
926,"prev_strata",8,50,0.65,0.95,50000,20300926,"open"
927,"prev_strata",8,50,0.75,0.05,50000,20300927,"open"
928,"prev_strata",8,50,0.75,0.2,50000,20300928,"open"
929,"prev_strata",8,50,0.75,0.5,50000,20300929,"open"
930,"prev_strata",8,50,0.75,0.8,50000,20300930,"open"
931,"prev_strata",8,50,0.75,0.95,50000,20300931,"open"
932,"prev_strata",8,50,0.85,0.05,50000,20300932,"open"
933,"prev_strata",8,50,0.85,0.2,50000,20300933,"open"
934,"prev_strata",8,50,0.85,0.5,50000,20300934,"open"
935,"prev_strata",8,50,0.85,0.8,50000,20300935,"open"
936,"prev_strata",8,50,0.85,0.95,50000,20300936,"open"
937,"prev_strata",8,50,0.92,0.05,50000,20300937,"open"
938,"prev_strata",8,50,0.92,0.2,50000,20300938,"open"
939,"prev_strata",8,50,0.92,0.5,50000,20300939,"open"
940,"prev_strata",8,50,0.92,0.8,50000,20300940,"open"
941,"prev_strata",8,50,0.92,0.95,50000,20300941,"open"
942,"prev_strata",8,50,0.97,0.05,50000,20300942,"open"
943,"prev_strata",8,50,0.97,0.2,50000,20300943,"open"
944,"prev_strata",8,50,0.97,0.5,50000,20300944,"open"
945,"prev_strata",8,50,0.97,0.8,50000,20300945,"open"
946,"prev_strata",8,50,0.97,0.95,50000,20300946,"open"
947,"prev_strata",8,75,0.65,0.05,50000,20300947,"open"
948,"prev_strata",8,75,0.65,0.2,50000,20300948,"open"
949,"prev_strata",8,75,0.65,0.5,50000,20300949,"open"
950,"prev_strata",8,75,0.65,0.8,50000,20300950,"open"
951,"prev_strata",8,75,0.65,0.95,50000,20300951,"open"
952,"prev_strata",8,75,0.75,0.05,50000,20300952,"open"
953,"prev_strata",8,75,0.75,0.2,50000,20300953,"open"
954,"prev_strata",8,75,0.75,0.5,50000,20300954,"open"
955,"prev_strata",8,75,0.75,0.8,50000,20300955,"open"
956,"prev_strata",8,75,0.75,0.95,50000,20300956,"open"
957,"prev_strata",8,75,0.85,0.05,50000,20300957,"open"
958,"prev_strata",8,75,0.85,0.2,50000,20300958,"open"
959,"prev_strata",8,75,0.85,0.5,50000,20300959,"open"
960,"prev_strata",8,75,0.85,0.8,50000,20300960,"open"
961,"prev_strata",8,75,0.85,0.95,50000,20300961,"open"
962,"prev_strata",8,75,0.92,0.05,50000,20300962,"open"
963,"prev_strata",8,75,0.92,0.2,50000,20300963,"open"
964,"prev_strata",8,75,0.92,0.5,50000,20300964,"open"
965,"prev_strata",8,75,0.92,0.8,50000,20300965,"open"
966,"prev_strata",8,75,0.92,0.95,50000,20300966,"open"
967,"prev_strata",8,75,0.97,0.05,50000,20300967,"open"
968,"prev_strata",8,75,0.97,0.2,50000,20300968,"open"
969,"prev_strata",8,75,0.97,0.5,50000,20300969,"open"
970,"prev_strata",8,75,0.97,0.8,50000,20300970,"open"
971,"prev_strata",8,75,0.97,0.95,50000,20300971,"open"
972,"prev_strata",8,100,0.65,0.05,50000,20300972,"open"
973,"prev_strata",8,100,0.65,0.2,50000,20300973,"open"
974,"prev_strata",8,100,0.65,0.5,50000,20300974,"open"
975,"prev_strata",8,100,0.65,0.8,50000,20300975,"open"
976,"prev_strata",8,100,0.65,0.95,50000,20300976,"open"
977,"prev_strata",8,100,0.75,0.05,50000,20300977,"open"
978,"prev_strata",8,100,0.75,0.2,50000,20300978,"open"
979,"prev_strata",8,100,0.75,0.5,50000,20300979,"open"
980,"prev_strata",8,100,0.75,0.8,50000,20300980,"open"
981,"prev_strata",8,100,0.75,0.95,50000,20300981,"open"
982,"prev_strata",8,100,0.85,0.05,50000,20300982,"open"
983,"prev_strata",8,100,0.85,0.2,50000,20300983,"open"
984,"prev_strata",8,100,0.85,0.5,50000,20300984,"open"
985,"prev_strata",8,100,0.85,0.8,50000,20300985,"open"
986,"prev_strata",8,100,0.85,0.95,50000,20300986,"open"
987,"prev_strata",8,100,0.92,0.05,50000,20300987,"open"
988,"prev_strata",8,100,0.92,0.2,50000,20300988,"open"
989,"prev_strata",8,100,0.92,0.5,50000,20300989,"open"
990,"prev_strata",8,100,0.92,0.8,50000,20300990,"open"
991,"prev_strata",8,100,0.92,0.95,50000,20300991,"open"
992,"prev_strata",8,100,0.97,0.05,50000,20300992,"open"
993,"prev_strata",8,100,0.97,0.2,50000,20300993,"open"
994,"prev_strata",8,100,0.97,0.5,50000,20300994,"open"
995,"prev_strata",8,100,0.97,0.8,50000,20300995,"open"
996,"prev_strata",8,100,0.97,0.95,50000,20300996,"open"
997,"prev_strata",8,150,0.65,0.05,50000,20300997,"open"
998,"prev_strata",8,150,0.65,0.2,50000,20300998,"open"
999,"prev_strata",8,150,0.65,0.5,50000,20300999,"open"
1000,"prev_strata",8,150,0.65,0.8,50000,20301000,"open"
1001,"prev_strata",8,150,0.65,0.95,50000,20301001,"open"
1002,"prev_strata",8,150,0.75,0.05,50000,20301002,"open"
1003,"prev_strata",8,150,0.75,0.2,50000,20301003,"open"
1004,"prev_strata",8,150,0.75,0.5,50000,20301004,"open"
1005,"prev_strata",8,150,0.75,0.8,50000,20301005,"open"
1006,"prev_strata",8,150,0.75,0.95,50000,20301006,"open"
1007,"prev_strata",8,150,0.85,0.05,50000,20301007,"open"
1008,"prev_strata",8,150,0.85,0.2,50000,20301008,"open"
1009,"prev_strata",8,150,0.85,0.5,50000,20301009,"open"
1010,"prev_strata",8,150,0.85,0.8,50000,20301010,"open"
1011,"prev_strata",8,150,0.85,0.95,50000,20301011,"open"
1012,"prev_strata",8,150,0.92,0.05,50000,20301012,"open"
1013,"prev_strata",8,150,0.92,0.2,50000,20301013,"open"
1014,"prev_strata",8,150,0.92,0.5,50000,20301014,"open"
1015,"prev_strata",8,150,0.92,0.8,50000,20301015,"open"
1016,"prev_strata",8,150,0.92,0.95,50000,20301016,"open"
1017,"prev_strata",8,150,0.97,0.05,50000,20301017,"open"
1018,"prev_strata",8,150,0.97,0.2,50000,20301018,"open"
1019,"prev_strata",8,150,0.97,0.5,50000,20301019,"open"
1020,"prev_strata",8,150,0.97,0.8,50000,20301020,"open"
1021,"prev_strata",8,150,0.97,0.95,50000,20301021,"open"
1022,"prev_strata",8,200,0.65,0.05,50000,20301022,"open"
1023,"prev_strata",8,200,0.65,0.2,50000,20301023,"open"
1024,"prev_strata",8,200,0.65,0.5,50000,20301024,"open"
1025,"prev_strata",8,200,0.65,0.8,50000,20301025,"open"
1026,"prev_strata",8,200,0.65,0.95,50000,20301026,"open"
1027,"prev_strata",8,200,0.75,0.05,50000,20301027,"open"
1028,"prev_strata",8,200,0.75,0.2,50000,20301028,"open"
1029,"prev_strata",8,200,0.75,0.5,50000,20301029,"open"
1030,"prev_strata",8,200,0.75,0.8,50000,20301030,"open"
1031,"prev_strata",8,200,0.75,0.95,50000,20301031,"open"
1032,"prev_strata",8,200,0.85,0.05,50000,20301032,"open"
1033,"prev_strata",8,200,0.85,0.2,50000,20301033,"open"
1034,"prev_strata",8,200,0.85,0.5,50000,20301034,"open"
1035,"prev_strata",8,200,0.85,0.8,50000,20301035,"open"
1036,"prev_strata",8,200,0.85,0.95,50000,20301036,"open"
1037,"prev_strata",8,200,0.92,0.05,50000,20301037,"open"
1038,"prev_strata",8,200,0.92,0.2,50000,20301038,"open"
1039,"prev_strata",8,200,0.92,0.5,50000,20301039,"open"
1040,"prev_strata",8,200,0.92,0.8,50000,20301040,"open"
1041,"prev_strata",8,200,0.92,0.95,50000,20301041,"open"
1042,"prev_strata",8,200,0.97,0.05,50000,20301042,"open"
1043,"prev_strata",8,200,0.97,0.2,50000,20301043,"open"
1044,"prev_strata",8,200,0.97,0.5,50000,20301044,"open"
1045,"prev_strata",8,200,0.97,0.8,50000,20301045,"open"
1046,"prev_strata",8,200,0.97,0.95,50000,20301046,"open"
1047,"prev_strata",8,300,0.65,0.05,50000,20301047,"open"
1048,"prev_strata",8,300,0.65,0.2,50000,20301048,"open"
1049,"prev_strata",8,300,0.65,0.5,50000,20301049,"open"
1050,"prev_strata",8,300,0.65,0.8,50000,20301050,"open"
1051,"prev_strata",8,300,0.65,0.95,50000,20301051,"open"
1052,"prev_strata",8,300,0.75,0.05,50000,20301052,"open"
1053,"prev_strata",8,300,0.75,0.2,50000,20301053,"open"
1054,"prev_strata",8,300,0.75,0.5,50000,20301054,"open"
1055,"prev_strata",8,300,0.75,0.8,50000,20301055,"open"
1056,"prev_strata",8,300,0.75,0.95,50000,20301056,"open"
1057,"prev_strata",8,300,0.85,0.05,50000,20301057,"open"
1058,"prev_strata",8,300,0.85,0.2,50000,20301058,"open"
1059,"prev_strata",8,300,0.85,0.5,50000,20301059,"open"
1060,"prev_strata",8,300,0.85,0.8,50000,20301060,"open"
1061,"prev_strata",8,300,0.85,0.95,50000,20301061,"open"
1062,"prev_strata",8,300,0.92,0.05,50000,20301062,"open"
1063,"prev_strata",8,300,0.92,0.2,50000,20301063,"open"
1064,"prev_strata",8,300,0.92,0.5,50000,20301064,"open"
1065,"prev_strata",8,300,0.92,0.8,50000,20301065,"open"
1066,"prev_strata",8,300,0.92,0.95,50000,20301066,"open"
1067,"prev_strata",8,300,0.97,0.05,50000,20301067,"open"
1068,"prev_strata",8,300,0.97,0.2,50000,20301068,"open"
1069,"prev_strata",8,300,0.97,0.5,50000,20301069,"open"
1070,"prev_strata",8,300,0.97,0.8,50000,20301070,"open"
1071,"prev_strata",8,300,0.97,0.95,50000,20301071,"open"
1072,"prev_strata",8,500,0.65,0.05,50000,20301072,"open"
1073,"prev_strata",8,500,0.65,0.2,50000,20301073,"open"
1074,"prev_strata",8,500,0.65,0.5,50000,20301074,"open"
1075,"prev_strata",8,500,0.65,0.8,50000,20301075,"open"
1076,"prev_strata",8,500,0.65,0.95,50000,20301076,"open"
1077,"prev_strata",8,500,0.75,0.05,50000,20301077,"open"
1078,"prev_strata",8,500,0.75,0.2,50000,20301078,"open"
1079,"prev_strata",8,500,0.75,0.5,50000,20301079,"open"
1080,"prev_strata",8,500,0.75,0.8,50000,20301080,"open"
1081,"prev_strata",8,500,0.75,0.95,50000,20301081,"open"
1082,"prev_strata",8,500,0.85,0.05,50000,20301082,"open"
1083,"prev_strata",8,500,0.85,0.2,50000,20301083,"open"
1084,"prev_strata",8,500,0.85,0.5,50000,20301084,"open"
1085,"prev_strata",8,500,0.85,0.8,50000,20301085,"open"
1086,"prev_strata",8,500,0.85,0.95,50000,20301086,"open"
1087,"prev_strata",8,500,0.92,0.05,50000,20301087,"open"
1088,"prev_strata",8,500,0.92,0.2,50000,20301088,"open"
1089,"prev_strata",8,500,0.92,0.5,50000,20301089,"open"
1090,"prev_strata",8,500,0.92,0.8,50000,20301090,"open"
1091,"prev_strata",8,500,0.92,0.95,50000,20301091,"open"
1092,"prev_strata",8,500,0.97,0.05,50000,20301092,"open"
1093,"prev_strata",8,500,0.97,0.2,50000,20301093,"open"
1094,"prev_strata",8,500,0.97,0.5,50000,20301094,"open"
1095,"prev_strata",8,500,0.97,0.8,50000,20301095,"open"
1096,"prev_strata",8,500,0.97,0.95,50000,20301096,"open"
1097,"prev_strata",8,1000,0.65,0.05,50000,20301097,"open"
1098,"prev_strata",8,1000,0.65,0.2,50000,20301098,"open"
1099,"prev_strata",8,1000,0.65,0.5,50000,20301099,"open"
1100,"prev_strata",8,1000,0.65,0.8,50000,20301100,"open"
1101,"prev_strata",8,1000,0.65,0.95,50000,20301101,"open"
1102,"prev_strata",8,1000,0.75,0.05,50000,20301102,"open"
1103,"prev_strata",8,1000,0.75,0.2,50000,20301103,"open"
1104,"prev_strata",8,1000,0.75,0.5,50000,20301104,"open"
1105,"prev_strata",8,1000,0.75,0.8,50000,20301105,"open"
1106,"prev_strata",8,1000,0.75,0.95,50000,20301106,"open"
1107,"prev_strata",8,1000,0.85,0.05,50000,20301107,"open"
1108,"prev_strata",8,1000,0.85,0.2,50000,20301108,"open"
1109,"prev_strata",8,1000,0.85,0.5,50000,20301109,"open"
1110,"prev_strata",8,1000,0.85,0.8,50000,20301110,"open"
1111,"prev_strata",8,1000,0.85,0.95,50000,20301111,"open"
1112,"prev_strata",8,1000,0.92,0.05,50000,20301112,"open"
1113,"prev_strata",8,1000,0.92,0.2,50000,20301113,"open"
1114,"prev_strata",8,1000,0.92,0.5,50000,20301114,"open"
1115,"prev_strata",8,1000,0.92,0.8,50000,20301115,"open"
1116,"prev_strata",8,1000,0.92,0.95,50000,20301116,"open"
1117,"prev_strata",8,1000,0.97,0.05,50000,20301117,"open"
1118,"prev_strata",8,1000,0.97,0.2,50000,20301118,"open"
1119,"prev_strata",8,1000,0.97,0.5,50000,20301119,"open"
1120,"prev_strata",8,1000,0.97,0.8,50000,20301120,"open"
1121,"prev_strata",8,1000,0.97,0.95,50000,20301121,"open"
1122,"prev_strata",10,15,0.65,0.05,50000,20301122,"open"
1123,"prev_strata",10,15,0.65,0.2,50000,20301123,"open"
1124,"prev_strata",10,15,0.65,0.5,50000,20301124,"open"
1125,"prev_strata",10,15,0.65,0.8,50000,20301125,"open"
1126,"prev_strata",10,15,0.65,0.95,50000,20301126,"open"
1127,"prev_strata",10,15,0.75,0.05,50000,20301127,"open"
1128,"prev_strata",10,15,0.75,0.2,50000,20301128,"open"
1129,"prev_strata",10,15,0.75,0.5,50000,20301129,"open"
1130,"prev_strata",10,15,0.75,0.8,50000,20301130,"open"
1131,"prev_strata",10,15,0.75,0.95,50000,20301131,"open"
1132,"prev_strata",10,15,0.85,0.05,50000,20301132,"open"
1133,"prev_strata",10,15,0.85,0.2,50000,20301133,"open"
1134,"prev_strata",10,15,0.85,0.5,50000,20301134,"open"
1135,"prev_strata",10,15,0.85,0.8,50000,20301135,"open"
1136,"prev_strata",10,15,0.85,0.95,50000,20301136,"open"
1137,"prev_strata",10,15,0.92,0.05,50000,20301137,"open"
1138,"prev_strata",10,15,0.92,0.2,50000,20301138,"open"
1139,"prev_strata",10,15,0.92,0.5,50000,20301139,"open"
1140,"prev_strata",10,15,0.92,0.8,50000,20301140,"open"
1141,"prev_strata",10,15,0.92,0.95,50000,20301141,"open"
1142,"prev_strata",10,15,0.97,0.05,50000,20301142,"open"
1143,"prev_strata",10,15,0.97,0.2,50000,20301143,"open"
1144,"prev_strata",10,15,0.97,0.5,50000,20301144,"open"
1145,"prev_strata",10,15,0.97,0.8,50000,20301145,"open"
1146,"prev_strata",10,15,0.97,0.95,50000,20301146,"open"
1147,"prev_strata",10,20,0.65,0.05,50000,20301147,"open"
1148,"prev_strata",10,20,0.65,0.2,50000,20301148,"open"
1149,"prev_strata",10,20,0.65,0.5,50000,20301149,"open"
1150,"prev_strata",10,20,0.65,0.8,50000,20301150,"open"
1151,"prev_strata",10,20,0.65,0.95,50000,20301151,"open"
1152,"prev_strata",10,20,0.75,0.05,50000,20301152,"open"
1153,"prev_strata",10,20,0.75,0.2,50000,20301153,"open"
1154,"prev_strata",10,20,0.75,0.5,50000,20301154,"open"
1155,"prev_strata",10,20,0.75,0.8,50000,20301155,"open"
1156,"prev_strata",10,20,0.75,0.95,50000,20301156,"open"
1157,"prev_strata",10,20,0.85,0.05,50000,20301157,"open"
1158,"prev_strata",10,20,0.85,0.2,50000,20301158,"open"
1159,"prev_strata",10,20,0.85,0.5,50000,20301159,"open"
1160,"prev_strata",10,20,0.85,0.8,50000,20301160,"open"
1161,"prev_strata",10,20,0.85,0.95,50000,20301161,"open"
1162,"prev_strata",10,20,0.92,0.05,50000,20301162,"open"
1163,"prev_strata",10,20,0.92,0.2,50000,20301163,"open"
1164,"prev_strata",10,20,0.92,0.5,50000,20301164,"open"
1165,"prev_strata",10,20,0.92,0.8,50000,20301165,"open"
1166,"prev_strata",10,20,0.92,0.95,50000,20301166,"open"
1167,"prev_strata",10,20,0.97,0.05,50000,20301167,"open"
1168,"prev_strata",10,20,0.97,0.2,50000,20301168,"open"
1169,"prev_strata",10,20,0.97,0.5,50000,20301169,"open"
1170,"prev_strata",10,20,0.97,0.8,50000,20301170,"open"
1171,"prev_strata",10,20,0.97,0.95,50000,20301171,"open"
1172,"prev_strata",10,30,0.65,0.05,50000,20301172,"open"
1173,"prev_strata",10,30,0.65,0.2,50000,20301173,"open"
1174,"prev_strata",10,30,0.65,0.5,50000,20301174,"open"
1175,"prev_strata",10,30,0.65,0.8,50000,20301175,"open"
1176,"prev_strata",10,30,0.65,0.95,50000,20301176,"open"
1177,"prev_strata",10,30,0.75,0.05,50000,20301177,"open"
1178,"prev_strata",10,30,0.75,0.2,50000,20301178,"open"
1179,"prev_strata",10,30,0.75,0.5,50000,20301179,"open"
1180,"prev_strata",10,30,0.75,0.8,50000,20301180,"open"
1181,"prev_strata",10,30,0.75,0.95,50000,20301181,"open"
1182,"prev_strata",10,30,0.85,0.05,50000,20301182,"open"
1183,"prev_strata",10,30,0.85,0.2,50000,20301183,"open"
1184,"prev_strata",10,30,0.85,0.5,50000,20301184,"open"
1185,"prev_strata",10,30,0.85,0.8,50000,20301185,"open"
1186,"prev_strata",10,30,0.85,0.95,50000,20301186,"open"
1187,"prev_strata",10,30,0.92,0.05,50000,20301187,"open"
1188,"prev_strata",10,30,0.92,0.2,50000,20301188,"open"
1189,"prev_strata",10,30,0.92,0.5,50000,20301189,"open"
1190,"prev_strata",10,30,0.92,0.8,50000,20301190,"open"
1191,"prev_strata",10,30,0.92,0.95,50000,20301191,"open"
1192,"prev_strata",10,30,0.97,0.05,50000,20301192,"open"
1193,"prev_strata",10,30,0.97,0.2,50000,20301193,"open"
1194,"prev_strata",10,30,0.97,0.5,50000,20301194,"open"
1195,"prev_strata",10,30,0.97,0.8,50000,20301195,"open"
1196,"prev_strata",10,30,0.97,0.95,50000,20301196,"open"
1197,"prev_strata",10,50,0.65,0.05,50000,20301197,"open"
1198,"prev_strata",10,50,0.65,0.2,50000,20301198,"open"
1199,"prev_strata",10,50,0.65,0.5,50000,20301199,"open"
1200,"prev_strata",10,50,0.65,0.8,50000,20301200,"open"
1201,"prev_strata",10,50,0.65,0.95,50000,20301201,"open"
1202,"prev_strata",10,50,0.75,0.05,50000,20301202,"open"
1203,"prev_strata",10,50,0.75,0.2,50000,20301203,"open"
1204,"prev_strata",10,50,0.75,0.5,50000,20301204,"open"
1205,"prev_strata",10,50,0.75,0.8,50000,20301205,"open"
1206,"prev_strata",10,50,0.75,0.95,50000,20301206,"open"
1207,"prev_strata",10,50,0.85,0.05,50000,20301207,"open"
1208,"prev_strata",10,50,0.85,0.2,50000,20301208,"open"
1209,"prev_strata",10,50,0.85,0.5,50000,20301209,"open"
1210,"prev_strata",10,50,0.85,0.8,50000,20301210,"open"
1211,"prev_strata",10,50,0.85,0.95,50000,20301211,"open"
1212,"prev_strata",10,50,0.92,0.05,50000,20301212,"open"
1213,"prev_strata",10,50,0.92,0.2,50000,20301213,"open"
1214,"prev_strata",10,50,0.92,0.5,50000,20301214,"open"
1215,"prev_strata",10,50,0.92,0.8,50000,20301215,"open"
1216,"prev_strata",10,50,0.92,0.95,50000,20301216,"open"
1217,"prev_strata",10,50,0.97,0.05,50000,20301217,"open"
1218,"prev_strata",10,50,0.97,0.2,50000,20301218,"open"
1219,"prev_strata",10,50,0.97,0.5,50000,20301219,"open"
1220,"prev_strata",10,50,0.97,0.8,50000,20301220,"open"
1221,"prev_strata",10,50,0.97,0.95,50000,20301221,"open"
1222,"prev_strata",10,75,0.65,0.05,50000,20301222,"open"
1223,"prev_strata",10,75,0.65,0.2,50000,20301223,"open"
1224,"prev_strata",10,75,0.65,0.5,50000,20301224,"open"
1225,"prev_strata",10,75,0.65,0.8,50000,20301225,"open"
1226,"prev_strata",10,75,0.65,0.95,50000,20301226,"open"
1227,"prev_strata",10,75,0.75,0.05,50000,20301227,"open"
1228,"prev_strata",10,75,0.75,0.2,50000,20301228,"open"
1229,"prev_strata",10,75,0.75,0.5,50000,20301229,"open"
1230,"prev_strata",10,75,0.75,0.8,50000,20301230,"open"
1231,"prev_strata",10,75,0.75,0.95,50000,20301231,"open"
1232,"prev_strata",10,75,0.85,0.05,50000,20301232,"open"
1233,"prev_strata",10,75,0.85,0.2,50000,20301233,"open"
1234,"prev_strata",10,75,0.85,0.5,50000,20301234,"open"
1235,"prev_strata",10,75,0.85,0.8,50000,20301235,"open"
1236,"prev_strata",10,75,0.85,0.95,50000,20301236,"open"
1237,"prev_strata",10,75,0.92,0.05,50000,20301237,"open"
1238,"prev_strata",10,75,0.92,0.2,50000,20301238,"open"
1239,"prev_strata",10,75,0.92,0.5,50000,20301239,"open"
1240,"prev_strata",10,75,0.92,0.8,50000,20301240,"open"
1241,"prev_strata",10,75,0.92,0.95,50000,20301241,"open"
1242,"prev_strata",10,75,0.97,0.05,50000,20301242,"open"
1243,"prev_strata",10,75,0.97,0.2,50000,20301243,"open"
1244,"prev_strata",10,75,0.97,0.5,50000,20301244,"open"
1245,"prev_strata",10,75,0.97,0.8,50000,20301245,"open"
1246,"prev_strata",10,75,0.97,0.95,50000,20301246,"open"
1247,"prev_strata",10,100,0.65,0.05,50000,20301247,"open"
1248,"prev_strata",10,100,0.65,0.2,50000,20301248,"open"
1249,"prev_strata",10,100,0.65,0.5,50000,20301249,"open"
1250,"prev_strata",10,100,0.65,0.8,50000,20301250,"open"
1251,"prev_strata",10,100,0.65,0.95,50000,20301251,"open"
1252,"prev_strata",10,100,0.75,0.05,50000,20301252,"open"
1253,"prev_strata",10,100,0.75,0.2,50000,20301253,"open"
1254,"prev_strata",10,100,0.75,0.5,50000,20301254,"open"
1255,"prev_strata",10,100,0.75,0.8,50000,20301255,"open"
1256,"prev_strata",10,100,0.75,0.95,50000,20301256,"open"
1257,"prev_strata",10,100,0.85,0.05,50000,20301257,"open"
1258,"prev_strata",10,100,0.85,0.2,50000,20301258,"open"
1259,"prev_strata",10,100,0.85,0.5,50000,20301259,"open"
1260,"prev_strata",10,100,0.85,0.8,50000,20301260,"open"
1261,"prev_strata",10,100,0.85,0.95,50000,20301261,"open"
1262,"prev_strata",10,100,0.92,0.05,50000,20301262,"open"
1263,"prev_strata",10,100,0.92,0.2,50000,20301263,"open"
1264,"prev_strata",10,100,0.92,0.5,50000,20301264,"open"
1265,"prev_strata",10,100,0.92,0.8,50000,20301265,"open"
1266,"prev_strata",10,100,0.92,0.95,50000,20301266,"open"
1267,"prev_strata",10,100,0.97,0.05,50000,20301267,"open"
1268,"prev_strata",10,100,0.97,0.2,50000,20301268,"open"
1269,"prev_strata",10,100,0.97,0.5,50000,20301269,"open"
1270,"prev_strata",10,100,0.97,0.8,50000,20301270,"open"
1271,"prev_strata",10,100,0.97,0.95,50000,20301271,"open"
1272,"prev_strata",10,150,0.65,0.05,50000,20301272,"open"
1273,"prev_strata",10,150,0.65,0.2,50000,20301273,"open"
1274,"prev_strata",10,150,0.65,0.5,50000,20301274,"open"
1275,"prev_strata",10,150,0.65,0.8,50000,20301275,"open"
1276,"prev_strata",10,150,0.65,0.95,50000,20301276,"open"
1277,"prev_strata",10,150,0.75,0.05,50000,20301277,"open"
1278,"prev_strata",10,150,0.75,0.2,50000,20301278,"open"
1279,"prev_strata",10,150,0.75,0.5,50000,20301279,"open"
1280,"prev_strata",10,150,0.75,0.8,50000,20301280,"open"
1281,"prev_strata",10,150,0.75,0.95,50000,20301281,"open"
1282,"prev_strata",10,150,0.85,0.05,50000,20301282,"open"
1283,"prev_strata",10,150,0.85,0.2,50000,20301283,"open"
1284,"prev_strata",10,150,0.85,0.5,50000,20301284,"open"
1285,"prev_strata",10,150,0.85,0.8,50000,20301285,"open"
1286,"prev_strata",10,150,0.85,0.95,50000,20301286,"open"
1287,"prev_strata",10,150,0.92,0.05,50000,20301287,"open"
1288,"prev_strata",10,150,0.92,0.2,50000,20301288,"open"
1289,"prev_strata",10,150,0.92,0.5,50000,20301289,"open"
1290,"prev_strata",10,150,0.92,0.8,50000,20301290,"open"
1291,"prev_strata",10,150,0.92,0.95,50000,20301291,"open"
1292,"prev_strata",10,150,0.97,0.05,50000,20301292,"open"
